         51063467 function calls (49002903 primitive calls) in 436.588 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_core_utils.py:607(validate_core_schema)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\mobilenet_v1\configuration_mobilenet_v1.py:107(MobileNetV1OnnxConfig)
      402    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\typing.py:2483(__call__)
       23    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\enum.py:470(__setattr__)
        8    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\tqdm\std.py:113(__exit__)
       40    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\utils\import_utils.py:1651(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\tqdm\utils.py:213(__init__)
       72    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\GifImagePlugin.py:63(_accept)
      147    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       90    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:250(match)
       21    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\sre_compile.py:447(_simple)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_typing_extra.py:593(eval_type_backport)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._get_operation_overload}
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\mobilenet_v2\configuration_mobilenet_v2.py:135(MobileNetV2OnnxConfig)
       15    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\http\client.py:1231(_validate_host)
       56    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\construction.py:688(_sanitize_non_ordered)
      247    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\base.py:7678(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\concat.py:303(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\convnext\configuration_convnext.py:126(ConvNextOnnxConfig)
        7    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\utils\doc.py:32(docstring_decorator)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_typing_extra.py:454(_type_convert)
        5    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_utils.py:97(lenient_issubclass)
        7    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\base.py:782(_rename)
        5    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\construction.py:532(treat_as_nested)
     10/5    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\image_utils.py:144(valid_images)
       72    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\BmpImagePlugin.py:51(_accept)
      153    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexing.py:1180(<genexpr>)
        5    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\clip\image_processing_clip.py:339(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_typing_extra.py:626(_eval_type_backport)
       37    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\dtypes\common.py:1040(needs_i8_conversion)
        3    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\generic.py:2082(empty)
        2    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\base.py:1809(set_names)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\levit\configuration_levit.py:128(LevitOnnxConfig)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\olmo2\configuration_olmo2.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\base.py:5425(_getitem_slice)
        9    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\_weakrefset.py:86(add)
        5    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\series.py:664(_constructor_from_mgr)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\deit\configuration_deit.py:126(DeiTOnnxConfig)
        7    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\range.py:1009(__getitem__)
       65    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\blocks.py:214(is_extension)
       60    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:287(tell)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\GifImagePlugin.py:48(LoadingStrategy)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_typing_extra.py:656(_eval_type)
       71    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\frame.py:1030(axes)
       15    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\util\util.py:7(to_bytes)
        5    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:97(closegroup)
       43    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\base.py:791(is_)
       75    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\google\genai\_transformers.py:328(handle_null_fields)
        3    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\core\shape_base.py:219(vstack)
       95    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\tqdm\std.py:682(<setcomp>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\mobilevitv2\configuration_mobilevitv2.py:149(MobileViTV2OnnxConfig)
      189    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        9    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\format.py:490(is_truncated)
       94    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:161(__len__)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\swiftformer\configuration_swiftformer.py:132(SwiftFormerOnnxConfig)
      190    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\fields.py:202(__init__)
       55    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexing.py:161(iloc)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\mobilevit\configuration_mobilevit.py:153(MobileViTOnnxConfig)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\typing.py:1350(__init_subclass__)
        6    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\ops\common.py:81(get_op_result_name)
        3    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\console.py:65(check_main)
        9    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\base.py:773(_view)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\vit\configuration_vit.py:125(ViTOnnxConfig)
        6    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\enum.py:579(_get_mixins_)
       16    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\socket.py:504(detach)
     13/7    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_core_utils.py:194(_walk)
       40    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\concat.py:587(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\swin\configuration_swin.py:163(SwinOnnxConfig)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\pvt\configuration_pvt.py:142(PvtOnnxConfig)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\table_transformer\configuration_table_transformer.py:258(TableTransformerOnnxConfig)
       19    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_fields.py:371(is_valid_field_name)
        6    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_config.py:332(check_deprecated)
       45    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\format.py:494(is_truncated_horizontally)
       80    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\_collections_abc.py:262(__subclasshook__)
        4    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\_weakrefset.py:27(__exit__)
       14    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\format.py:506(has_index_names)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\detr\configuration_detr.py:268(DetrOnnxConfig)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\root_model.py:35(RootModel)
       79    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\typing.py:1031(__eq__)
       72    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\core\_dtype.py:24(_kind_name)
       72    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\PpmImagePlugin.py:45(_accept)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\segformer\configuration_segformer.py:151(SegformerOnnxConfig)
        4    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\range.py:393(__contains__)
      189    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\plugin\_schema_validator.py:21(create_schema_validator)
       18    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\dtypes\base.py:549(find)
      2/1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\typing.py:320(_eval_type)
       60    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\lib\index_tricks.py:764(__getitem__)
       30    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\adapters.py:140(__init__)
        6    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\sre_compile.py:435(_mk_bitmap)
       63    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\dtypes\common.py:1270(is_1d_only_ea_dtype)
        2    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\core\shape_base.py:292(hstack)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\xlm_roberta\tokenization_xlm_roberta_fast.py:37(XLMRobertaTokenizerFast)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\efficientnet\configuration_efficientnet.py:153(EfficientNetOnnxConfig)
       15    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\utils.py:891(default_user_agent)
      153    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexing.py:941(<genexpr>)
      115    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\blocks.py:718(dtype)
       67    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\configuration_utils.py:737(<dictcomp>)
       22    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\format.py:1841(_has_names)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\typing.py:679(_evaluate)
       45    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:112(__init__)
        4    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_generate_schema.py:2446(get_schema_or_ref)
      121    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\dtypes\common.py:121(classes)
       10    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\frame.py:1047(shape)
      154    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\base.py:1671(name)
        3    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\core\numeric.py:2378(array_equal)
        5    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\image_utils.py:173(make_list_of_images)
       72    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingDecoder' objects}
        6    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        2    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\functools.py:961(__get__)
       33    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\dtypes\dtypes.py:1454(__init__)
       33    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\arrays\numpy_.py:153(__array__)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\PngImagePlugin.py:99(Disposal)
       37    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\argparse.py:1370(register)
        5    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\clip\processing_clip.py:97(<dictcomp>)
       93    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       70    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\base.py:7704(get_unanimous_names)
       14    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\base.py:74(__len__)
       12    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_config.py:220(push)
        6    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\generic.py:2015(__iter__)
        3    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\reshape\concat.py:494(_clean_keys_and_objs)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\bert_generation\configuration_bert_generation.py:1(<module>)
        9    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\contextlib.py:448(_exit_wrapper)
       50    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\dtypes\common.py:1399(_get_dtype)
       44    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\util\_validators.py:226(validate_bool_kwarg)
       22    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\base.py:1765(_get_names)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\range.py:636(_intersection)
        3    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\paddleocr\ppocr\utils\network.py:145(confirm_model_dir_url)
        5    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\range.py:408(get_loc)
      149    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x000002263A3D39A0}
        5    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\image_utils.py:866(validate_kwargs)
        5    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\response.py:143(flush)
      210    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_core_utils.py:51(is_core_schema_field)
       76    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
       45    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\_request_methods.py:51(__init__)
        6    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\format.py:1275(__init__)
        3    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pdf2image\pdf2image.py:489(_get_command_path)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\models.py:947(json)
        2    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_config.py:157(core_config)
        3    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\enum.py:626(_find_new_)
       10    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\image_utils.py:282(get_image_size)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\blenderbot\configuration_blenderbot.py:168(BlenderbotOnnxConfig)
       16    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\util\connection.py:103(allowed_gai_family)
       14    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\generic.py:592(_get_block_manager_axis)
        5    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\construction.py:950(_validate_or_indexify_columns)
       60    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       13    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\sre_compile.py:516(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\ImageSequence.py:1(<module>)
       99    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\dtypes\common.py:126(_classes_and_not_datetimelike)
       14    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\base.py:7679(<listcomp>)
       85    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\managers.py:196(blklocs)
       15    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:928(fix_flags)
        6    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\threading.py:1028(_stop)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_generate_schema.py:738(_generate_schema_from_property)
       75    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\generic.py:696(ndim)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\autoformer\configuration_autoformer.py:26(AutoformerConfig)
        1    0.000    0.000    0.000    0.000 {built-in method pydantic_core._pydantic_core.validate_core_schema}
        3    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\blocks.py:2586(get_values)
        2    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\managers.py:586(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\ijepa\configuration_ijepa.py:1(<module>)
       12    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\_collections_abc.py:78(_check_methods)
       67    0.000    0.000    0.000    0.000 C:\Projects\form-sage\fast_processor_gemini.py:241(<listcomp>)
       75    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\enum.py:439(__getitem__)
       15    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       15    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        9    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\generic.py:2140(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\format.py:518(show_col_idx_names)
       51    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\utils\import_utils.py:1699(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_core_utils.py:69(get_type_ref)
        3    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\encodings\__init__.py:43(normalize_encoding)
       15    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:76(__init__)
      4/1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_core_utils.py:448(collect_refs)
       86    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       20    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\enum.py:44(_is_private)
        2    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\paddleocr\tools\infer\utility.py:317(get_output_tensors)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_config.py:99(for_model)
       15    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
       67    0.000    0.000    0.000    0.000 C:\Projects\form-sage\fast_processor_gemini.py:242(<listcomp>)
      102    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexing.py:1665(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\enum.py:590(_find_data_type)
        9    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:433(_uniq)
        2    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_generics.py:237(get_model_typevars_map)
        4    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\dtypes\common.py:91(ensure_python_int)
        8    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\base.py:4436(_wrap_reindex_result)
       72    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\JpegImagePlugin.py:347(_accept)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\dtypes\cast.py:1952(np_can_cast_scalar)
        3    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\base.py:3766(_convert_can_do_setop)
       24    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       16    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\connection.py:306(proxy_is_forwarding)
        8    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\dtypes\common.py:572(condition)
        4    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\managers.py:583(copy_func)
        2    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\tqdm\std.py:438(status_printer)
