         51063467 function calls (49002903 primitive calls) in 436.588 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1527    0.035    0.000    0.035    0.000 {built-in method torch.embedding}
    59204    0.030    0.000    0.035    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\autograd\grad_mode.py:74(__init__)
      134    0.001    0.000    0.034    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\huggingface_hub\file_download.py:609(_cache_commit_hash_for_specific_revision)
       72    0.000    0.000    0.034    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\Image.py:2983(frombuffer)
       67    0.007    0.000    0.034    0.001 C:\Projects\form-sage\fast_processor_gemini.py:150(<listcomp>)
     7146    0.033    0.000    0.034    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\shapely\creation.py:124(linearrings)
     7146    0.033    0.000    0.033    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\paddleocr\ppocr\postprocess\rec_postprocess.py:154(<listcomp>)
       67    0.001    0.000    0.033    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\xlm_roberta\modeling_xlm_roberta.py:69(__init__)
       67    0.000    0.000    0.033    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\configuration_utils.py:570(get_config_dict)
      512    0.002    0.000    0.033    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\PngImagePlugin.py:1058(putchunk)
        5    0.033    0.007    0.033    0.007 {method 'convert' of 'ImagingCore' objects}
      149    0.001    0.000    0.033    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\email\parser.py:59(parsestr)
      378    0.000    0.000    0.032    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\PngImagePlugin.py:1076(write)
       67    0.001    0.000    0.032    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\configuration_utils.py:605(_get_config_dict)
   105223    0.032    0.000    0.032    0.000 {method 'search' of 're.Pattern' objects}
    33264    0.032    0.000    0.032    0.000 {built-in method torch.dropout}
       67    0.025    0.000    0.032    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\paddleocr\tools\infer\predict_system.py:160(sorted_boxes)
    14585    0.004    0.000    0.032    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\core\_methods.py:43(_amin)
      149    0.001    0.000    0.032    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\models.py:351(prepare)
      149    0.001    0.000    0.031    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\email\parser.py:41(parse)
        5    0.000    0.000    0.031    0.006 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\Image.py:2944(frombytes)
70313/64187    0.029    0.000    0.031    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\configuration_utils.py:207(__getattribute__)
     1537    0.007    0.000    0.030    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\utils\generic.py:360(__post_init__)
    14292    0.008    0.000    0.030    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\core\fromnumeric.py:3269(round)
    29168    0.030    0.000    0.030    0.000 {method 'astype' of 'numpy.generic' objects}
      149    0.001    0.000    0.030    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\sessions.py:750(merge_environment_settings)
    13788    0.029    0.000    0.029    0.000 {method 'reshape' of 'torch._C.TensorBase' objects}
      383    0.029    0.000    0.029    0.000 {method 'masked_fill_' of 'torch._C.TensorBase' objects}
      189    0.001    0.000    0.029    0.000 <frozen importlib._bootstrap_external>:950(get_code)
    42876    0.029    0.000    0.029    0.000 {method 'dot' of 'numpy.ndarray' objects}
     7146    0.026    0.000    0.029    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\lib\function_base.py:1324(diff)
      201    0.002    0.000    0.029    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\configuration_utils.py:860(to_dict)
       67    0.001    0.000    0.027    0.000 C:\Projects\form-sage\fast_processor_gemini.py:253(load_label_info)
     6121    0.011    0.000    0.027    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\ntpath.py:103(join)
      149    0.000    0.000    0.027    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\utils.py:826(get_environ_proxies)
   322884    0.024    0.000    0.027    0.000 {method 'add' of 'set' objects}
    26063    0.015    0.000    0.027    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\module.py:804(compute_should_use_set_data)
     7146    0.027    0.000    0.027    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\shapely\measurement.py:21(area)
      268    0.001    0.000    0.027    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\huggingface_hub\utils\_deprecation.py:75(inner_f)
      268    0.001    0.000    0.027    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\json\__init__.py:274(load)
    59204    0.020    0.000    0.026    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\utils\_contextlib.py:149(__new__)
      559    0.026    0.000    0.026    0.000 {built-in method nt.listdir}
      190    0.001    0.000    0.025    0.000 <frozen importlib._bootstrap_external>:1536(find_spec)
      469    0.002    0.000    0.025    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\copy.py:259(_reconstruct)
        5    0.000    0.000    0.025    0.005 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\clip\modeling_clip.py:241(forward)
    14316    0.010    0.000    0.025    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\core\numerictypes.py:357(issubdtype)
      909    0.000    0.000    0.025    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
      402    0.001    0.000    0.025    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\pathlib.py:1129(read_text)
      149    0.000    0.000    0.025    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\email\feedparser.py:173(feed)
      134    0.002    0.000    0.024    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\tqdm\std.py:1198(update)
      268    0.000    0.000    0.024    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\huggingface_hub\utils\_headers.py:39(build_hf_headers)
     7146    0.024    0.000    0.024    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\shapely\measurement.py:155(length)
     3283    0.001    0.000    0.024    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\init.py:224(ones_)
   236003    0.024    0.000    0.024    0.000 {method 'replace' of 'str' objects}
       67    0.020    0.000    0.024    0.000 C:\Projects\form-sage\fast_processor_gemini.py:326(classify_using_keywords)
     7292    0.024    0.000    0.024    0.000 {fillPoly}
     3283    0.004    0.000    0.023    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\init.py:58(_no_grad_fill_)
      378    0.008    0.000    0.023    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\inspect.py:2280(_signature_from_function)
     1603    0.022    0.000    0.022    0.000 {method 'write' of '_io.BufferedRandom' objects}
      469    0.019    0.000    0.022    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        5    0.000    0.000    0.022    0.004 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\conv.py:459(forward)
        5    0.000    0.000    0.022    0.004 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\conv.py:451(_conv_forward)
        5    0.022    0.004    0.022    0.004 {built-in method torch.conv2d}
   100317    0.016    0.000    0.022    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\types.py:176(__get__)
      136    0.001    0.000    0.022    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\tqdm\std.py:1325(refresh)
      298    0.000    0.000    0.022    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\email\feedparser.py:178(_call_parse)
      298    0.003    0.000    0.022    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\email\feedparser.py:218(_parsegen)
72149/72107    0.021    0.000    0.021    0.000 {built-in method numpy.asarray}
       72    0.001    0.000    0.021    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\Image.py:2905(new)
     7146    0.020    0.000    0.020    0.000 {getPerspectiveTransform}
     7146    0.019    0.000    0.020    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\core\_methods.py:67(_count_reduce_items)
      210    0.020    0.000    0.020    0.000 {method 'write' of '_io.TextIOWrapper' objects}
       72    0.020    0.000    0.020    0.000 {built-in method PIL._imaging.fill}
      268    0.001    0.000    0.020    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\sparse.py:124(__init__)
    48291    0.020    0.000    0.020    0.000 {method 'size' of 'torch._C.TensorBase' objects}
      138    0.001    0.000    0.020    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\tqdm\std.py:1464(display)
      268    0.000    0.000    0.019    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\huggingface_hub\utils\_headers.py:143(get_token_to_send)
  201/181    0.000    0.000    0.019    0.000 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
       68    0.000    0.000    0.019    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\logging\__init__.py:1479(warning)
      149    0.001    0.000    0.019    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\utils.py:765(should_bypass_proxies)
      149    0.001    0.000    0.019    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\adapters.py:359(build_response)
      833    0.019    0.000    0.019    0.000 {built-in method torch.arange}
    30918    0.008    0.000    0.019    0.000 {built-in method builtins.any}
      268    0.000    0.000    0.019    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\huggingface_hub\utils\_auth.py:35(get_token)
       68    0.000    0.000    0.019    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\logging\__init__.py:1600(_log)
        3    0.000    0.000    0.019    0.006 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\string.py:153(_fit_strcols_to_terminal_width)
   118408    0.019    0.000    0.019    0.000 {built-in method torch._C._set_grad_enabled}
      298    0.002    0.000    0.019    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\util\url.py:367(parse_url)
     7213    0.004    0.000    0.018    0.000 {method 'sum' of 'numpy.ndarray' objects}
    80132    0.018    0.000    0.018    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\module.py:1691(remove_from)
  164/158    0.003    0.000    0.018    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\series.py:389(__init__)
       67    0.001    0.000    0.018    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\tokenization_utils_base.py:1398(__init__)
    26063    0.007    0.000    0.017    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\safetensors\torch.py:11(storage_ptr)
      149    0.001    0.000    0.017    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\models.py:409(prepare_url)
   191910    0.017    0.000    0.017    0.000 {method 'split' of 'str' objects}
  189/181    0.000    0.000    0.017    0.000 {built-in method builtins.exec}
    14564    0.013    0.000    0.017    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\ntpath.py:150(splitdrive)
      378    0.017    0.000    0.017    0.000 {method 'sum' of 'torch._C.TensorBase' objects}
   152148    0.016    0.000    0.017    0.000 {built-in method builtins.issubclass}
      402    0.001    0.000    0.017    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\pathlib.py:1111(open)
    29677    0.017    0.000    0.017    0.000 {built-in method torch._C._log_api_usage_once}
      268    0.001    0.000    0.017    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\huggingface_hub\utils\_auth.py:121(_get_token_from_file)
   176456    0.016    0.000    0.016    0.000 {method 'append' of 'list' objects}
     7292    0.016    0.000    0.016    0.000 {mean}
        1    0.000    0.000    0.015    0.015 C:\Projects\form-sage\.venv310\lib\site-packages\pdf2image\pdf2image.py:525(pdfinfo_from_path)
     3283    0.001    0.000    0.015    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\init.py:237(zeros_)
      756    0.015    0.000    0.015    0.000 {built-in method torch.all}
      149    0.001    0.000    0.015    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\utils.py:114(proxy_bypass)
      189    0.000    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:1070(get_data)
    33642    0.009    0.000    0.015    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\_VF.py:26(__getattr__)
     1608    0.002    0.000    0.015    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\activations.py:194(__getitem__)
     7213    0.002    0.000    0.015    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\core\_methods.py:47(_sum)
     3283    0.003    0.000    0.014    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\init.py:63(_no_grad_zero_)
3748/2982    0.006    0.000    0.014    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\tokenization_utils_base.py:1082(__getattr__)
       68    0.001    0.000    0.014    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\frame.py:1505(iterrows)
      462    0.010    0.000    0.014    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\util\url.py:227(_encode_invalid_chars)
       68    0.000    0.000    0.014    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\logging\__init__.py:1626(handle)
   205288    0.014    0.000    0.014    0.000 {function _ParameterMeta.__instancecheck__ at 0x000002264E265C60}
      134    0.001    0.000    0.014    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\huggingface_hub\file_download.py:1611(_get_pointer_path)
       68    0.000    0.000    0.014    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\logging\__init__.py:1680(callHandlers)
    29547    0.014    0.000    0.014    0.000 {method 'issuperset' of 'set' objects}
    34706    0.011    0.000    0.013    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\auto\configuration_auto.py:697(model_type_to_module_name)
    28632    0.009    0.000    0.013    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\core\numerictypes.py:283(issubclass_)
      138    0.001    0.000    0.013    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\tqdm\std.py:457(print_status)
       68    0.000    0.000    0.013    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\logging\__init__.py:955(handle)
      805    0.001    0.000    0.013    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\pathlib.py:957(__new__)
      149    0.000    0.000    0.013    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\http\client.py:1267(endheaders)
    14292    0.013    0.000    0.013    0.000 {method 'round' of 'numpy.ndarray' objects}
      149    0.000    0.000    0.013    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\http\client.py:1029(_send_output)
    28584    0.010    0.000    0.013    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\shapely\decorators.py:64(<listcomp>)
      345    0.001    0.000    0.013    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\json\__init__.py:299(loads)
   177612    0.013    0.000    0.013    0.000 {built-in method torch.is_grad_enabled}
       68    0.000    0.000    0.013    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\logging\__init__.py:1088(emit)
     1608    0.001    0.000    0.012    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\activations.py:67(__init__)
      201    0.003    0.000    0.012    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\configuration_utils.py:212(__init__)
     9648    0.007    0.000    0.012    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\init.py:315(_calculate_fan_in_and_fan_out)
      190    0.000    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:1356(_path_importer_cache)
      345    0.001    0.000    0.012    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\json\decoder.py:332(decode)
      157    0.000    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
      805    0.001    0.000    0.012    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\pathlib.py:589(_from_parts)
      378    0.001    0.000    0.012    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\autograd\profiler.py:604(__enter__)
      426    0.012    0.000    0.012    0.000 {method 'read' of '_io.BufferedReader' objects}
    52126    0.012    0.000    0.012    0.000 {method 'untyped_storage' of 'torch._C.TensorBase' objects}
    12845    0.003    0.000    0.012    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\abc.py:117(__instancecheck__)
     1701    0.004    0.000    0.012    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\urllib\parse.py:371(urlparse)
      174    0.000    0.000    0.012    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\models.py:890(content)
    21438    0.011    0.000    0.011    0.000 {method 'argmin' of 'numpy.ndarray' objects}
      298    0.005    0.000    0.011    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\urllib\request.py:2487(getproxies_environment)
        5    0.000    0.000    0.011    0.002 C:\Projects\form-sage\.venv310\lib\site-packages\google\genai\models.py:1124(_GenerateContentParameters_to_mldev)
        5    0.000    0.000    0.011    0.002 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\Image.py:789(frombytes)
     1074    0.002    0.000    0.011    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\pathlib.py:569(_parse_args)
       67    0.003    0.000    0.011    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\modeling_utils.py:4453(<listcomp>)
      149    0.001    0.000    0.011    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\adapters.py:446(get_connection_with_tls_context)
      149    0.002    0.000    0.011    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\utils.py:204(get_netrc_auth)
        1    0.000    0.000    0.011    0.011 C:\Projects\form-sage\.venv310\lib\site-packages\pdf2image\pdf2image.py:499(_get_poppler_version)
    42876    0.008    0.000    0.011    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\linalg\linalg.py:140(isComplexType)
      159    0.000    0.000    0.011    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\models.py:816(generate)
      134    0.000    0.000    0.010    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\pathlib.py:1170(mkdir)
       67    0.002    0.000    0.010    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\paddleocr\paddleocr.py:764(<listcomp>)
      134    0.003    0.000    0.010    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\auto\tokenization_auto.py:578(tokenizer_class_from_name)
      378    0.000    0.000    0.010    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\_ops.py:750(__call__)
      159    0.000    0.000    0.010    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\response.py:1044(stream)
      373    0.000    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
      345    0.010    0.000    0.010    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\json\decoder.py:343(raw_decode)
        5    0.000    0.000    0.010    0.002 C:\Projects\form-sage\.venv310\lib\site-packages\google\genai\models.py:796(_GenerateContentConfig_to_mldev)
      134    0.001    0.000    0.010    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\xlm_roberta\configuration_xlm_roberta.py:100(__init__)
    26063    0.006    0.000    0.010    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\safetensors\torch.py:31(storage_size)
     1446    0.004    0.000    0.010    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\_collections_abc.py:991(update)
    62364    0.010    0.000    0.010    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\paddleocr\ppocr\postprocess\db_postprocess.py:170(<lambda>)
      378    0.010    0.000    0.010    0.000 {built-in method torch._ops.profiler._record_function_enter_new}
    26063    0.010    0.000    0.010    0.000 {built-in method torch._has_compatible_shallow_copy_type}
    21987    0.010    0.000    0.010    0.000 {built-in method numpy.empty}
        3    0.000    0.000    0.010    0.003 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\subprocess.py:758(__init__)
      149    0.004    0.000    0.010    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\email\feedparser.py:471(_parse_headers)
      383    0.003    0.000    0.010    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\tokenization_utils_base.py:2645(_get_padding_truncation_strategies)
      138    0.001    0.000    0.010    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\tqdm\std.py:451(fp_write)
        3    0.000    0.000    0.010    0.003 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\subprocess.py:1354(_execute_child)
      149    0.001    0.000    0.009    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\_collections.py:240(__init__)
    23811    0.006    0.000    0.009    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\backends\__init__.py:36(__get__)
     3417    0.009    0.000    0.009    0.000 {method 'fill_' of 'torch._C.TensorBase' objects}
      280    0.000    0.000    0.009    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\tqdm\utils.py:194(inner)
        3    0.009    0.003    0.009    0.003 {built-in method _winapi.CreateProcess}
      305    0.003    0.000    0.009    0.000 {built-in method builtins.__build_class__}
      763    0.001    0.000    0.009    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\contextlib.py:130(__enter__)
      383    0.004    0.000    0.009    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\tokenization_utils_fast.py:410(set_truncation_and_padding)
     9907    0.007    0.000    0.009    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\printing.py:196(as_escaped_string)
      157    0.001    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
     1043    0.001    0.000    0.009    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\sessions.py:61(merge_setting)
    12845    0.005    0.000    0.009    0.000 {built-in method _abc._abc_instancecheck}
     7055    0.009    0.000    0.009    0.000 {method 'tolist' of 'numpy.ndarray' objects}
     9236    0.009    0.000    0.009    0.000 {method 'match' of 're.Pattern' objects}
     1074    0.004    0.000    0.009    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\pathlib.py:56(parse_parts)
      756    0.003    0.000    0.009    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\pipelines\base.py:1059(device_placement)
      298    0.001    0.000    0.009    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\cookies.py:124(extract_cookies_to_jar)
      766    0.001    0.000    0.009    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\utils\generic.py:119(is_tensor)
      144    0.000    0.000    0.009    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\response.py:916(read)
      760    0.001    0.000    0.008    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\structures.py:40(__init__)
     6048    0.005    0.000    0.008    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\inspect.py:2637(__init__)
       67    0.008    0.000    0.008    0.000 {method 'keys' of 'builtins.safe_open' objects}
      756    0.006    0.000    0.008    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\inspect.py:2920(__init__)
      275    0.002    0.000    0.008    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\construction.py:517(sanitize_array)
    42936    0.008    0.000    0.008    0.000 {method 'ravel' of 'numpy.ndarray' objects}
     9555    0.007    0.000    0.008    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\utils\generic.py:435(__setattr__)
     9699    0.006    0.000    0.008    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\copy.py:243(_keep_alive)
     1034    0.001    0.000    0.008    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\PngImagePlugin.py:143(_crc32)
15075/14472    0.007    0.000    0.008    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\configuration_utils.py:202(__setattr__)
      268    0.000    0.000    0.008    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\pathlib.py:1092(stat)
    67280    0.008    0.000    0.008    0.000 {built-in method __new__ of type object at 0x00007FFC9EC1C920}
    26197    0.007    0.000    0.008    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\modeling_utils.py:4433(_fix_key)
     7146    0.008    0.000    0.008    0.000 {method 'tolist' of 'numpy.generic' objects}
    21965    0.008    0.000    0.008    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      149    0.002    0.000    0.008    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\_collections.py:335(extend)
        5    0.000    0.000    0.008    0.002 C:\Projects\form-sage\.venv310\lib\site-packages\google\genai\_transformers.py:570(t_schema)
      149    0.001    0.000    0.008    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\utils.py:76(proxy_bypass_registry)
14050/13735    0.002    0.000    0.008    0.000 {built-in method builtins.iter}
